EmployeeID,Department,R_Value,F_Value,M_Value,R_Score,F_Score,M_Score,RFM_Total,RFM_Segment,R_Score_Department,F_Score_Department,M_Score_Department,RFM_Total_Department,RFM_Segment_Department
877,Sales,1.0,0.28095238095238095,0.662085308056872,5,3,5,13,Recommend for Promotion,4,3,5,12,Need Further Observation
878,Research & Development,1.0,0.13333333333333333,0.06966824644549763,5,1,1,7,Don't Promote,5,1,1,7,Don't Promote
879,Human Resources,1.0,0.2369047619047619,0.07393364928909953,5,3,1,9,Need Further Observation,4,3,1,8,Don't Promote
880,Sales,0.5,0.24166666666666664,0.45792522380200107,3,3,4,10,Need Further Observation,3,3,5,11,Need Further Observation
881,Research & Development,0.07692307692307693,0.763095238095238,0.17298578199052134,1,5,3,9,Need Further Observation,1,5,2,8,Don't Promote
882,Research & Development,1.0,0.31547619047619047,0.19547130068457083,5,4,3,12,Need Further Observation,5,4,3,12,Need Further Observation
883,Research & Development,0.5,0.8904761904761904,0.0795155344918378,3,5,1,9,Need Further Observation,3,5,1,9,Need Further Observation
884,Research & Development,0.5,0.20476190476190476,0.05855713533438652,3,2,1,6,Don't Promote,3,2,1,6,Don't Promote
885,Sales,0.5,0.14404761904761904,0.10342285413375461,3,1,2,6,Don't Promote,3,1,2,6,Don't Promote
886,Sales,0.2,0.0988095238095238,0.25518694049499735,2,1,4,7,Don't Promote,1,1,4,6,Don't Promote
887,Research & Development,1.0,0.7404761904761904,0.13733543970510795,5,5,2,12,Need Further Observation,5,5,2,12,Need Further Observation
888,Research & Development,0.5,0.2976190476190476,0.30100052659294363,3,4,4,11,Need Further Observation,3,4,4,11,Need Further Observation
889,Sales,0.125,0.21666666666666667,0.49057398630858345,1,2,5,8,Don't Promote,1,2,5,8,Don't Promote
890,Research & Development,0.5,0.16547619047619047,0.3127962085308057,3,1,4,8,Don't Promote,3,1,4,8,Don't Promote
891,Research & Development,0.125,0.1976190476190476,0.5055292259083728,1,2,5,8,Don't Promote,1,2,5,8,Don't Promote
892,Research & Development,1.0,0.15476190476190477,0.18104265402843603,5,1,3,9,Need Further Observation,5,1,3,9,Need Further Observation
893,Research & Development,0.5,0.7166666666666667,0.06045286993154292,3,5,1,9,Need Further Observation,3,5,1,9,Need Further Observation
894,Research & Development,1.0,0.17619047619047618,0.18915218536071618,5,2,3,10,Need Further Observation,5,1,3,9,Need Further Observation
895,Research & Development,0.3333333333333333,0.31547619047619047,0.8472880463401791,2,4,5,11,Need Further Observation,2,4,5,11,Need Further Observation
896,Research & Development,1.0,0.22738095238095238,0.07740916271721959,5,3,1,9,Need Further Observation,5,2,1,8,Don't Promote
897,Research & Development,0.5,0.2523809523809524,0.7289626119010005,3,3,5,11,Need Further Observation,3,3,5,11,Need Further Observation
898,Sales,1.0,0.2976190476190476,0.3293838862559242,5,4,4,13,Recommend for Promotion,4,4,4,12,Need Further Observation
899,Research & Development,0.06666666666666667,0.2654761904761905,0.24523433385992627,1,3,3,7,Don't Promote,1,3,3,7,Don't Promote
900,Research & Development,0.3333333333333333,0.25476190476190474,0.3588204318062138,2,3,4,9,Need Further Observation,2,3,4,9,Need Further Observation
901,Research & Development,1.0,0.3107142857142857,0.36182201158504473,5,4,4,13,Recommend for Promotion,5,4,4,13,Recommend for Promotion
902,Research & Development,0.25,0.23333333333333334,0.6416535018430753,2,3,5,10,Need Further Observation,2,3,5,10,Need Further Observation
903,Research & Development,0.25,0.21666666666666667,0.21369141653501844,2,2,3,7,Don't Promote,2,2,3,7,Don't Promote
904,Research & Development,1.0,0.23333333333333334,0.2143233280674039,5,3,3,11,Need Further Observation,5,3,3,11,Need Further Observation
905,Research & Development,0.14285714285714285,0.14404761904761904,0.06908899420747762,1,1,1,3,Don't Promote,1,1,1,3,Don't Promote
906,Research & Development,0.125,0.21547619047619046,0.8654555028962612,1,2,5,8,Don't Promote,1,2,5,8,Don't Promote
907,Research & Development,0.25,0.28095238095238095,0.07345971563981042,2,3,1,6,Don't Promote,2,3,1,6,Don't Promote
908,Sales,1.0,0.21666666666666667,0.1286466561348078,5,2,2,9,Need Further Observation,4,2,2,8,Don't Promote
909,Sales,0.3333333333333333,0.31547619047619047,0.06640337019483938,2,4,1,7,Don't Promote,2,4,1,7,Don't Promote
910,Research & Development,0.3333333333333333,0.1607142857142857,0.8630858346498157,2,1,5,8,Don't Promote,2,1,5,8,Don't Promote
911,Research & Development,0.5,0.9011904761904762,0.2358609794628752,3,5,3,11,Need Further Observation,3,5,3,11,Need Further Observation
912,Sales,1.0,0.13214285714285712,0.9694576092680358,5,1,5,11,Need Further Observation,4,1,5,10,Need Further Observation
913,Research & Development,0.5,0.8797619047619047,0.09489204844655082,3,5,2,10,Need Further Observation,3,5,2,10,Need Further Observation
914,Sales,1.0,0.1869047619047619,0.13817798841495524,5,2,2,9,Need Further Observation,4,2,2,8,Don't Promote
915,Research & Development,0.5,0.2095238095238095,0.16608741442864666,3,2,2,7,Don't Promote,3,2,2,7,Don't Promote
916,Research & Development,1.0,0.6630952380952381,0.05913638757240653,5,5,1,11,Need Further Observation,5,5,1,11,Need Further Observation
917,Sales,1.0,0.1988095238095238,0.6826750921537651,5,2,5,12,Need Further Observation,4,2,5,11,Need Further Observation
918,Sales,0.5,0.19404761904761902,0.08820431806213797,3,2,1,6,Don't Promote,3,2,2,7,Don't Promote
919,Sales,0.5,0.7559523809523809,0.5179568193786204,3,5,5,13,Recommend for Promotion,3,5,5,13,Recommend for Promotion
920,Research & Development,0.5,0.07738095238095238,0.17735650342285414,3,1,3,7,Don't Promote,3,1,3,7,Don't Promote
921,Research & Development,0.3333333333333333,0.25476190476190474,0.14397051079515535,2,3,2,7,Don't Promote,2,3,2,7,Don't Promote
922,Research & Development,0.125,0.18333333333333332,0.16529752501316483,1,2,2,5,Don't Promote,1,2,2,5,Don't Promote
923,Research & Development,0.5,0.21547619047619046,0.0022116903633491313,3,2,1,6,Don't Promote,3,2,1,6,Don't Promote
924,Human Resources,0.3333333333333333,0.23333333333333334,0.5123749341758821,2,3,5,10,Need Further Observation,1,3,5,9,Need Further Observation
925,Research & Development,0.5,0.2654761904761905,0.4938915218536072,3,3,5,11,Need Further Observation,3,3,5,11,Need Further Observation
926,Research & Development,1.0,0.1869047619047619,0.5480252764612954,5,2,5,12,Need Further Observation,5,2,5,12,Need Further Observation
927,Sales,0.2,0.2654761904761905,0.0837809373354397,2,3,1,6,Don't Promote,1,3,2,6,Don't Promote
928,Research & Development,0.14285714285714285,0.23333333333333334,0.07440758293838863,1,3,1,5,Don't Promote,1,3,1,5,Don't Promote
929,Research & Development,0.14285714285714285,0.21666666666666667,0.23501843075302792,1,2,3,6,Don't Promote,1,2,3,6,Don't Promote
930,Research & Development,0.3333333333333333,0.294047619047619,0.07593470247498683,2,4,1,7,Don't Promote,2,4,1,7,Don't Promote
931,Research & Development,1.0,0.1488095238095238,0.17014218009478674,5,1,3,9,Need Further Observation,5,1,2,8,Don't Promote
932,Research & Development,1.0,0.29166666666666663,0.5260663507109005,5,4,5,14,Recommend for Promotion,5,4,5,14,Recommend for Promotion
933,Research & Development,0.5,0.20476190476190476,0.21032122169562928,3,2,3,8,Don't Promote,3,2,3,8,Don't Promote
934,Research & Development,1.0,0.21666666666666667,0.6178515007898894,5,2,5,12,Need Further Observation,5,2,5,12,Need Further Observation
935,Research & Development,0.3333333333333333,0.14166666666666666,0.1694576092680358,2,1,2,5,Don't Promote,2,1,2,5,Don't Promote
936,Sales,0.25,0.22619047619047616,0.1531332280147446,2,2,2,6,Don't Promote,2,2,2,6,Don't Promote
937,Research & Development,0.5,0.7345238095238096,0.9106898367561874,3,5,5,13,Recommend for Promotion,3,5,5,13,Recommend for Promotion
938,Research & Development,1.0,0.12142857142857141,0.0721958925750395,5,1,1,7,Don't Promote,5,1,1,7,Don't Promote
939,Research & Development,1.0,0.3107142857142857,0.6696682464454976,5,4,5,14,Recommend for Promotion,5,4,5,14,Recommend for Promotion
940,Research & Development,1.0,0.20833333333333331,0.19842022116903635,5,2,3,10,Need Further Observation,5,2,3,10,Need Further Observation
941,Research & Development,0.5,0.23809523809523808,0.2830963665086888,3,3,4,10,Need Further Observation,3,3,4,10,Need Further Observation
942,Research & Development,1.0,0.244047619047619,0.9986308583464981,5,3,5,13,Recommend for Promotion,5,3,5,13,Recommend for Promotion
943,Research & Development,0.3333333333333333,0.22738095238095238,0.3081621906266456,2,3,4,9,Need Further Observation,2,2,4,8,Don't Promote
944,Human Resources,0.5,0.244047619047619,0.20853080568720378,3,3,3,9,Need Further Observation,2,3,3,8,Don't Promote
945,Research & Development,1.0,0.23333333333333334,0.9918904686677199,5,3,5,13,Recommend for Promotion,5,3,5,13,Recommend for Promotion
946,Research & Development,0.5,0.2833333333333333,0.6482885729331227,3,4,5,12,Need Further Observation,3,3,5,11,Need Further Observation
947,Sales,0.125,0.11071428571428571,0.28109531332280147,1,1,4,6,Don't Promote,1,1,4,6,Don't Promote
948,Sales,1.0,0.26904761904761904,0.09131121642969985,5,3,2,10,Need Further Observation,4,3,2,9,Need Further Observation
949,Research & Development,0.16666666666666666,0.9119047619047619,0.5197998946814113,1,5,5,11,Need Further Observation,1,5,5,11,Need Further Observation
950,Research & Development,0.5,0.18333333333333332,0.07019483938915219,3,2,1,6,Don't Promote,3,2,1,6,Don't Promote
951,Sales,0.2,0.2357142857142857,0.876303317535545,2,3,5,10,Need Further Observation,1,3,5,9,Need Further Observation
952,Sales,1.0,0.23809523809523808,0.1588204318062138,5,3,2,10,Need Further Observation,4,3,3,10,Need Further Observation
953,Sales,0.3333333333333333,0.18333333333333332,0.45897840968931014,2,2,4,8,Don't Promote,2,2,5,9,Need Further Observation
954,Research & Development,0.5,0.294047619047619,0.5737230121116377,3,4,5,12,Need Further Observation,3,4,5,12,Need Further Observation
955,Research & Development,0.1111111111111111,0.3047619047619048,0.061506055818852025,1,4,1,6,Don't Promote,1,4,1,6,Don't Promote
956,Research & Development,1.0,0.31547619047619047,0.34312796208530805,5,4,4,13,Recommend for Promotion,5,4,4,13,Recommend for Promotion
957,Human Resources,0.14285714285714285,0.3821428571428571,0.2014218009478673,1,5,3,9,Need Further Observation,1,5,3,9,Need Further Observation
958,Research & Development,0.5,0.33690476190476193,0.054397051079515535,3,4,1,8,Don't Promote,3,4,1,8,Don't Promote
959,Research & Development,0.1111111111111111,0.15,0.06377040547656661,1,1,1,3,Don't Promote,1,1,1,3,Don't Promote
960,Research & Development,1.0,0.25476190476190474,0.0022643496577145865,5,3,1,9,Need Further Observation,5,3,1,9,Need Further Observation
961,Sales,0.1111111111111111,0.2976190476190476,0.09541864139020537,1,4,2,7,Don't Promote,1,4,2,7,Don't Promote
962,Research & Development,0.5,0.23333333333333334,0.9598736176935229,3,3,5,11,Need Further Observation,3,3,5,11,Need Further Observation
963,Human Resources,0.14285714285714285,0.15,0.16313849394418115,1,1,2,4,Don't Promote,1,1,3,5,Don't Promote
964,Sales,0.06666666666666667,0.2095238095238095,0.3889942074776198,1,2,4,7,Don't Promote,1,2,4,7,Don't Promote
965,Sales,1.0,0.17738095238095236,0.05255397577672459,5,2,1,8,Don't Promote,4,1,1,6,Don't Promote
966,Research & Development,0.06666666666666667,0.23333333333333334,0.9804107424960505,1,3,5,9,Need Further Observation,1,3,5,9,Need Further Observation
967,Research & Development,1.0,0.2654761904761905,0.509583991574513,5,3,5,13,Recommend for Promotion,5,3,5,13,Recommend for Promotion
968,Research & Development,0.1111111111111111,0.8011904761904762,0.10179041600842549,1,5,2,8,Don't Promote,1,5,2,8,Don't Promote
969,Sales,0.5,0.2869047619047619,0.41332280147446027,3,4,4,11,Need Further Observation,3,4,4,11,Need Further Observation
970,Research & Development,1.0,0.23333333333333334,0.8292259083728278,5,3,5,13,Recommend for Promotion,5,3,5,13,Recommend for Promotion
971,Sales,0.5,0.08214285714285713,0.5154818325434439,3,1,5,9,Need Further Observation,3,1,5,9,Need Further Observation
972,Research & Development,1.0,0.1869047619047619,0.06919431279620854,5,2,1,8,Don't Promote,5,2,1,8,Don't Promote
973,Research & Development,0.5,0.10952380952380952,0.021432332806740388,3,1,1,5,Don't Promote,3,1,1,5,Don't Promote
974,Research & Development,1.0,0.12738095238095237,0.18988941548183255,5,1,3,9,Need Further Observation,5,1,3,9,Need Further Observation
975,Sales,1.0,0.8297619047619047,0.07646129541864138,5,5,1,11,Need Further Observation,4,5,1,10,Need Further Observation
976,Sales,1.0,0.3476190476190476,0.40616113744075827,5,4,4,13,Recommend for Promotion,4,4,4,12,Need Further Observation
977,Research & Development,1.0,0.19404761904761902,0.1551342812006319,5,2,2,9,Need Further Observation,5,2,2,9,Need Further Observation
978,Research & Development,1.0,0.8797619047619047,0.4711953659820958,5,5,5,15,Recommend for Promotion,5,5,4,14,Recommend for Promotion
979,Research & Development,0.3333333333333333,0.7297619047619047,0.12464454976303317,2,5,2,9,Need Further Observation,2,5,2,9,Need Further Observation
980,Research & Development,1.0,0.20476190476190476,0.4114797261716693,5,2,4,11,Need Further Observation,5,2,4,11,Need Further Observation
981,Sales,0.5,0.21547619047619046,0.4904160084254871,4,2,5,11,Need Further Observation,3,2,5,10,Need Further Observation
982,Sales,0.5,0.3583333333333333,0.19020537124802528,4,5,3,12,Need Further Observation,3,5,3,11,Need Further Observation
983,Research & Development,0.16666666666666666,0.21666666666666667,0.524855186940495,1,2,5,8,Don't Promote,1,2,5,8,Don't Promote
984,Research & Development,1.0,0.16666666666666666,0.13959978936282255,5,1,2,8,Don't Promote,5,1,2,8,Don't Promote
985,Sales,0.07692307692307693,0.11666666666666667,0.49884149552395995,1,1,5,7,Don't Promote,1,1,5,7,Don't Promote
986,Research & Development,1.0,0.27619047619047615,0.32174828857293314,5,3,4,12,Need Further Observation,5,3,4,12,Need Further Observation
987,Sales,1.0,0.14404761904761904,0.45144813059505,5,1,4,10,Need Further Observation,4,1,4,9,Need Further Observation
988,Sales,0.3333333333333333,0.2833333333333333,0.1842548709847288,2,4,3,9,Need Further Observation,2,4,3,9,Need Further Observation
989,Research & Development,0.5,0.31547619047619047,0.0630858346498157,4,4,1,9,Need Further Observation,3,4,1,8,Don't Promote
990,Research & Development,1.0,0.34285714285714286,0.3552922590837283,5,4,4,13,Recommend for Promotion,5,4,4,13,Recommend for Promotion
991,Sales,0.5,0.23809523809523808,0.29936808846761453,4,3,4,11,Need Further Observation,3,3,4,10,Need Further Observation
992,Sales,0.3333333333333333,0.20476190476190476,0.14123222748815165,2,2,2,6,Don't Promote,2,2,2,6,Don't Promote
993,Research & Development,1.0,0.8404761904761904,0.07203791469194312,5,5,1,11,Need Further Observation,5,5,1,11,Need Further Observation
994,Sales,0.5,0.13333333333333333,0.06866771985255397,4,1,1,6,Don't Promote,3,1,1,5,Don't Promote
995,Research & Development,0.5,0.21666666666666667,0.8770932069510269,4,2,5,11,Need Further Observation,3,2,5,10,Need Further Observation
996,Research & Development,0.5,0.21547619047619046,0.08357030015797788,4,2,1,7,Don't Promote,3,2,1,6,Don't Promote
997,Sales,1.0,0.2833333333333333,0.19583991574512902,5,4,3,12,Need Further Observation,4,4,3,11,Need Further Observation
998,Research & Development,1.0,0.021428571428571425,0.17340705634544498,4,1,3,8,Don't Promote,5,1,2,8,Don't Promote
999,Research & Development,1.0,0.19404761904761902,0.10373880989994734,4,2,2,8,Don't Promote,5,2,2,9,Need Further Observation
1000,Human Resources,1.0,0.2654761904761905,0.8360189573459715,4,3,5,12,Need Further Observation,4,3,5,12,Need Further Observation
1001,Research & Development,1.0,0.15476190476190477,0.24139020537124803,4,1,3,8,Don't Promote,5,1,3,9,Need Further Observation
1002,Research & Development,0.5,0.3083333333333333,0.4968931016324381,2,4,5,11,Need Further Observation,3,4,5,12,Need Further Observation
1003,Research & Development,1.0,0.18333333333333332,0.4071090047393365,4,2,4,10,Need Further Observation,5,2,4,11,Need Further Observation
1004,Research & Development,0.5,0.21666666666666667,0.07925223802001054,2,2,1,5,Don't Promote,3,2,1,6,Don't Promote
1005,Research & Development,1.0,0.244047619047619,0.3499736703528173,4,3,4,11,Need Further Observation,5,3,4,12,Need Further Observation
1006,Human Resources,1.0,0.20476190476190476,0.8665613480779357,4,2,5,11,Need Further Observation,4,2,5,11,Need Further Observation
1007,Research & Development,1.0,0.7297619047619047,0.3339652448657188,4,5,4,13,Recommend for Promotion,5,5,4,14,Recommend for Promotion
1008,Research & Development,0.5,0.19404761904761902,0.516640337019484,2,2,5,9,Need Further Observation,3,2,5,10,Need Further Observation
1009,Research & Development,1.0,0.21904761904761905,0.5876777251184834,4,2,5,11,Need Further Observation,5,2,5,12,Need Further Observation
1010,Research & Development,1.0,0.7738095238095237,0.980358083201685,4,5,5,14,Recommend for Promotion,5,5,5,15,Recommend for Promotion
1011,Research & Development,1.0,0.32142857142857145,0.055871511321748286,4,4,1,9,Need Further Observation,5,4,1,10,Need Further Observation
1012,Sales,0.5,0.33690476190476193,0.3040021063717746,2,4,4,10,Need Further Observation,3,4,4,11,Need Further Observation
1013,Sales,0.3333333333333333,0.294047619047619,0.3565034228541338,2,4,4,10,Need Further Observation,2,4,4,10,Need Further Observation
1014,Sales,0.5,0.28214285714285714,0.0938388625592417,2,3,2,7,Don't Promote,3,3,2,8,Don't Promote
1015,Research & Development,1.0,0.16666666666666666,0.11542917324907846,4,1,2,7,Don't Promote,5,1,2,8,Don't Promote
1016,Research & Development,1.0,0.16547619047619047,0.20847814639283835,4,1,3,8,Don't Promote,5,1,3,9,Need Further Observation
1017,Research & Development,0.16666666666666666,0.22738095238095238,0.6377567140600316,1,2,5,8,Don't Promote,1,2,5,8,Don't Promote
1018,Research & Development,0.3333333333333333,0.2654761904761905,0.15924170616113745,2,3,2,7,Don't Promote,2,3,2,7,Don't Promote
1019,Research & Development,1.0,0.17023809523809522,0.12016850974196945,4,1,2,7,Don't Promote,5,1,2,8,Don't Promote
1020,Sales,0.3333333333333333,0.37142857142857144,0.17182727751448132,2,5,3,10,Need Further Observation,2,5,3,10,Need Further Observation
1021,Research & Development,0.16666666666666666,0.07738095238095238,0.21311216429699842,1,1,3,5,Don't Promote,1,1,3,5,Don't Promote
1022,Sales,0.3333333333333333,0.26071428571428573,0.09662980516061084,2,3,2,7,Don't Promote,2,3,2,7,Don't Promote
1023,Research & Development,0.2,0.21547619047619046,0.08920484465508162,1,2,2,5,Don't Promote,2,2,1,5,Don't Promote
1024,Research & Development,0.125,0.9011904761904762,0.047130068457082674,1,5,1,7,Don't Promote,1,5,1,7,Don't Promote
1025,Research & Development,0.125,0.21904761904761905,0.37993680884676145,1,2,4,7,Don't Promote,1,2,4,7,Don't Promote
1026,Sales,1.0,0.294047619047619,0.19784096893101633,4,4,3,11,Need Further Observation,4,4,3,11,Need Further Observation
1027,Sales,0.3333333333333333,0.17738095238095236,0.08430753027909425,2,2,1,5,Don't Promote,2,1,2,5,Don't Promote
1028,Research & Development,0.3333333333333333,0.2476190476190476,0.2486571879936809,2,3,3,8,Don't Promote,2,3,3,8,Don't Promote
1029,Research & Development,1.0,0.14404761904761904,0.08056872037914692,4,1,1,6,Don't Promote,5,1,1,7,Don't Promote
1030,Research & Development,1.0,0.13333333333333333,0.24776197998946814,4,1,3,8,Don't Promote,5,1,3,9,Need Further Observation
1031,Sales,0.5,0.3583333333333333,0.17451290152711954,2,5,3,10,Need Further Observation,3,5,3,11,Need Further Observation
1032,Sales,0.25,0.18333333333333332,0.33317535545023697,2,2,4,8,Don't Promote,2,2,4,8,Don't Promote
1033,Research & Development,1.0,0.8285714285714285,0.6577145866245392,4,5,5,14,Recommend for Promotion,5,5,5,15,Recommend for Promotion
1034,Research & Development,1.0,0.13333333333333333,0.6713533438651922,4,1,5,10,Need Further Observation,5,1,5,11,Need Further Observation
1035,Research & Development,0.3333333333333333,0.29166666666666663,0.2183254344391785,2,4,3,9,Need Further Observation,2,4,3,9,Need Further Observation
1036,Human Resources,0.5,0.3083333333333333,0.06577145866245393,2,4,1,7,Don't Promote,2,4,1,7,Don't Promote
1037,Research & Development,0.5,0.07142857142857142,0.13628225381779885,2,1,2,5,Don't Promote,3,1,2,6,Don't Promote
1038,Research & Development,0.07142857142857142,0.24166666666666664,0.07930489731437598,1,3,1,5,Don't Promote,1,3,1,5,Don't Promote
1039,Sales,1.0,0.23333333333333334,0.17962085308056872,4,3,3,10,Need Further Observation,4,3,3,10,Need Further Observation
1040,Human Resources,0.5,0.1595238095238095,0.2932596103212217,2,1,4,7,Don't Promote,2,1,4,7,Don't Promote
1041,Research & Development,0.25,0.18333333333333332,0.17972617166929963,2,2,3,7,Don't Promote,2,2,3,7,Don't Promote
1042,Sales,1.0,0.3583333333333333,0.48788836229594523,4,5,5,14,Recommend for Promotion,4,5,5,14,Recommend for Promotion
1043,Research & Development,0.2,0.1988095238095238,0.22822538177988416,1,2,3,6,Don't Promote,2,2,3,7,Don't Promote
1044,Research & Development,0.06666666666666667,0.19404761904761902,0.07198525539757768,1,2,1,4,Don't Promote,1,2,1,4,Don't Promote
1045,Research & Development,1.0,0.1988095238095238,0.2283833596629805,4,2,3,9,Need Further Observation,5,2,3,10,Need Further Observation
1046,Research & Development,0.06666666666666667,0.21547619047619046,0.09573459715639811,1,2,2,5,Don't Promote,1,2,2,5,Don't Promote
1047,Research & Development,0.125,0.15476190476190477,0.9970510795155345,1,1,5,7,Don't Promote,1,1,5,7,Don't Promote
1048,Sales,0.5,0.2488095238095238,0.11174302264349657,2,3,2,7,Don't Promote,3,3,2,8,Don't Promote
1049,Sales,0.3333333333333333,0.20833333333333331,0.08125329120589785,2,2,1,5,Don't Promote,2,2,1,5,Don't Promote
1050,Sales,0.5,0.17619047619047618,0.1826224328593997,2,1,3,6,Don't Promote,3,1,3,7,Don't Promote
1051,Research & Development,1.0,0.17142857142857143,0.2877830437072143,4,1,4,9,Need Further Observation,5,1,4,10,Need Further Observation
1052,Sales,0.5,0.22738095238095238,0.10658241179568194,2,2,2,6,Don't Promote,3,3,2,8,Don't Promote
1053,Research & Development,0.3333333333333333,0.25476190476190474,0.10147446024223275,2,3,2,7,Don't Promote,2,3,2,7,Don't Promote
1054,Research & Development,1.0,0.8726190476190475,0.9266456029489205,4,5,5,14,Recommend for Promotion,5,5,5,15,Recommend for Promotion
1055,Research & Development,1.0,0.16547619047619047,0.06103212216956293,4,1,1,6,Don't Promote,5,1,1,7,Don't Promote
1056,Research & Development,0.3333333333333333,0.0988095238095238,0.09710373880989995,2,1,2,5,Don't Promote,2,1,2,5,Don't Promote
1057,Sales,0.16666666666666666,0.2095238095238095,0.8446024223275408,1,2,5,8,Don't Promote,1,2,5,8,Don't Promote
1058,Sales,1.0,0.18333333333333332,0.0674565560821485,4,2,1,7,Don't Promote,4,2,1,7,Don't Promote
1059,Sales,0.125,0.9119047619047619,0.1364402317008952,1,5,2,8,Don't Promote,1,5,2,8,Don't Promote
1060,Sales,1.0,0.3047619047619048,0.05781990521327014,4,4,1,9,Need Further Observation,4,4,1,9,Need Further Observation
1061,Research & Development,0.25,0.2833333333333333,0.1635597682991048,2,3,2,7,Don't Promote,2,3,2,7,Don't Promote
1062,Sales,1.0,0.3047619047619048,0.17472353870458135,4,4,3,11,Need Further Observation,4,4,3,11,Need Further Observation
1063,Research & Development,0.25,0.3083333333333333,0.8871511321748289,2,4,5,11,Need Further Observation,2,4,5,11,Need Further Observation
1064,Sales,0.3333333333333333,0.1988095238095238,0.11516587677725118,2,2,2,6,Don't Promote,2,2,2,6,Don't Promote
1065,Human Resources,0.2,0.8904761904761904,0.9516587677725118,1,5,5,11,Need Further Observation,1,5,5,11,Need Further Observation
1066,Research & Development,0.3333333333333333,0.2702380952380952,0.41901000526592946,2,3,4,9,Need Further Observation,2,3,4,9,Need Further Observation
1067,Research & Development,0.5,0.23333333333333334,0.06324381253291206,2,3,1,6,Don't Promote,3,3,1,7,Don't Promote
1068,Sales,1.0,0.2976190476190476,0.18588730911005794,4,4,3,11,Need Further Observation,4,4,3,11,Need Further Observation
1069,Research & Development,0.3333333333333333,0.18333333333333332,0.09120589784096893,2,2,2,6,Don't Promote,2,2,1,5,Don't Promote
1070,Research & Development,0.3333333333333333,0.16547619047619047,0.13070036861506057,2,1,2,5,Don't Promote,2,1,2,5,Don't Promote
1071,Sales,0.16666666666666666,0.33214285714285713,0.18599262769878883,1,4,3,8,Don't Promote,1,4,3,8,Don't Promote
1072,Research & Development,1.0,0.8333333333333334,0.08788836229594524,4,5,1,10,Need Further Observation,5,5,1,11,Need Further Observation
1073,Research & Development,0.14285714285714285,0.1880952380952381,0.33543970510795157,1,2,4,7,Don't Promote,1,2,4,7,Don't Promote
1074,Research & Development,0.07692307692307693,0.1488095238095238,0.27714586624539234,1,1,4,6,Don't Promote,1,1,4,6,Don't Promote
1075,Research & Development,0.5,0.28095238095238095,0.22174828857293313,2,3,3,8,Don't Promote,3,3,3,9,Need Further Observation
1076,Research & Development,1.0,0.9,0.09131121642969985,4,5,2,11,Need Further Observation,5,5,1,11,Need Further Observation
1077,Research & Development,0.125,0.7297619047619047,0.210057925223802,1,5,3,9,Need Further Observation,1,5,3,9,Need Further Observation
1078,Research & Development,0.3333333333333333,0.3047619047619048,0.4867298578199052,2,4,5,11,Need Further Observation,2,4,4,10,Need Further Observation
1079,Research & Development,1.0,0.3047619047619048,0.09331226961558715,4,4,2,10,Need Further Observation,5,4,1,10,Need Further Observation
1080,Research & Development,1.0,0.325,0.3076882569773565,4,4,4,12,Need Further Observation,5,4,4,13,Recommend for Promotion
1081,Sales,1.0,0.294047619047619,0.20753027909426014,4,4,3,11,Need Further Observation,4,4,3,11,Need Further Observation
1082,Research & Development,1.0,0.26904761904761904,0.13533438651922064,4,3,2,9,Need Further Observation,5,3,2,10,Need Further Observation
1083,Research & Development,0.5,0.1988095238095238,0.6414955239599789,2,2,5,9,Need Further Observation,3,2,5,10,Need Further Observation
1084,Research & Development,1.0,0.2654761904761905,0.49331226961558716,4,3,5,12,Need Further Observation,5,3,5,13,Recommend for Promotion
1085,Sales,0.5,0.31547619047619047,0.06456029489204845,2,4,1,7,Don't Promote,3,4,1,8,Don't Promote
1086,Research & Development,0.5,0.07738095238095238,0.4998946814112691,2,1,5,8,Don't Promote,3,1,5,9,Need Further Observation
1087,Research & Development,1.0,0.22142857142857145,0.05276461295418641,4,2,1,7,Don't Promote,5,2,1,8,Don't Promote
1088,Sales,1.0,0.7666666666666667,0.04476040021063718,4,5,1,10,Need Further Observation,4,5,1,10,Need Further Observation
1089,Research & Development,0.25,0.2488095238095238,0.14486571879936808,2,3,2,7,Don't Promote,2,3,2,7,Don't Promote
1090,Research & Development,1.0,0.21428571428571427,0.8830963665086888,4,2,5,11,Need Further Observation,5,2,5,12,Need Further Observation
1091,Research & Development,0.08333333333333333,0.15476190476190477,0.3066877303844128,1,1,4,6,Don't Promote,1,1,4,6,Don't Promote
1092,Research & Development,0.5,0.1880952380952381,0.30558188520273827,2,2,4,8,Don't Promote,3,2,4,9,Need Further Observation
1093,Research & Development,1.0,0.763095238095238,0.2191679831490258,4,5,3,12,Need Further Observation,5,5,3,13,Recommend for Promotion
1094,Research & Development,0.2,0.3821428571428571,0.986361242759347,1,5,5,11,Need Further Observation,2,5,5,12,Need Further Observation
1095,Sales,0.3333333333333333,0.14404761904761904,0.9321748288572933,2,1,5,8,Don't Promote,2,1,5,8,Don't Promote
1096,Research & Development,0.25,0.14404761904761904,0.1412848867825171,2,1,2,5,Don't Promote,2,1,2,5,Don't Promote
1097,Human Resources,0.5,0.8904761904761904,0.08162190626645603,2,5,1,8,Don't Promote,2,5,1,8,Don't Promote
1098,Research & Development,0.5,0.21547619047619046,0.0794102159031069,2,2,1,5,Don't Promote,3,2,1,6,Don't Promote
