Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,TotalWorkingYears_Edu_Company,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,AvgWorkingHours,AbsentDays,OvertimeFlag
36,No,Travel_Rarely,Research & Development,26,4,Medical,1,407,Male,1,Laboratory Technician,Married,84740,0.0,Y,14,8,0,17.0,3,16,4,11,17.0,3.0,4.0,2.0,3,3,10.29772654826958,5,1
47,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,408,Male,2,Manufacturing Director,Single,99810,1.0,Y,21,8,1,3.0,3,3,1,2,3.0,4.0,4.0,2.0,3,4,8.485591889357712,12,0
22,Yes,Travel_Rarely,Research & Development,15,4,Life Sciences,1,409,Female,1,Laboratory Technician,Married,124900,0.0,Y,13,8,0,4.0,3,3,0,2,4.0,2.0,3.0,4.0,3,3,9.802309820193637,8,1
41,Yes,Travel_Rarely,Research & Development,23,3,Life Sciences,1,410,Female,2,Sales Executive,Divorced,26570,4.0,Y,11,8,0,10.0,3,7,1,0,10.0,2.0,4.0,2.0,4,3,10.410460557960558,18,1
28,No,Travel_Rarely,Research & Development,10,3,Life Sciences,1,411,Female,3,Manager,Divorced,135910,5.0,Y,20,8,1,6.0,2,2,2,2,6.0,3.0,3.0,3.0,3,4,7.677303436911488,13,0
39,Yes,Travel_Rarely,Research & Development,10,4,Life Sciences,1,412,Female,4,Human Resources,Married,66960,7.0,Y,11,8,0,8.0,3,2,2,2,8.0,4.0,1.0,1.0,3,3,10.666269177126917,10,1
27,No,Travel_Rarely,Research & Development,1,3,Medical,1,413,Male,1,Research Scientist,Single,20580,1.0,Y,14,8,1,1.0,5,1,0,0,1.0,2.0,3.0,3.0,3,3,7.680679916317991,10,0
34,No,Travel_Rarely,Research & Development,12,2,Technical Degree,1,414,Male,2,Human Resources,Divorced,88650,1.0,Y,11,8,1,1.0,0,1,1,0,1.0,2.0,2.0,3.0,3,3,7.72257226738934,3,0
42,No,Travel_Rarely,Sales,11,1,Technical Degree,1,415,Male,2,Human Resources,Single,59400,7.0,Y,16,8,0,10.0,2,5,0,3,10.0,3.0,3.0,3.0,2,3,6.878238304093567,21,0
33,No,Travel_Rarely,Sales,2,3,Marketing,1,416,Female,1,Sales Executive,Single,59140,3.0,Y,16,8,1,6.0,4,3,0,2,6.0,3.0,1.0,3.0,3,3,10.548225957049487,11,1
58,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,417,Male,1,Research Scientist,Divorced,26220,2.0,Y,23,8,0,24.0,3,6,0,4,24.0,3.0,2.0,3.0,3,4,8.32031148303115,10,0
31,No,Travel_Rarely,Sales,1,3,Life Sciences,1,418,Female,1,Sales Representative,Married,121850,3.0,Y,14,8,0,13.0,2,7,5,2,13.0,2.0,3.0,4.0,3,3,6.081554641060814,6,0
35,No,Travel_Rarely,Research & Development,2,1,Life Sciences,1,419,Male,3,Healthcare Representative,Married,106090,1.0,Y,22,8,0,10.0,3,10,0,7,10.0,4.0,4.0,1.0,3,4,10.380476190476191,11,1
49,No,Travel_Rarely,Research & Development,25,2,Life Sciences,1,420,Female,2,Sales Executive,Married,43450,4.0,Y,15,8,0,29.0,3,26,1,7,29.0,1.0,2.0,2.0,2,3,6.991830699233717,17,0
48,No,Travel_Rarely,Research & Development,1,4,Medical,1,421,Male,1,Research Scientist,Married,21770,4.0,Y,18,8,0,13.0,4,0,0,0,13.0,4.0,3.0,2.0,3,3,6.698963272896327,10,0
31,No,Non-Travel,Research & Development,1,2,Technical Degree,1,422,Female,2,Sales Executive,Married,27930,1.0,Y,16,8,0,9.0,4,9,0,0,9.0,4.0,3.0,2.0,3,3,7.083433515482696,5,0
36,No,Travel_Rarely,Human Resources,2,4,Technical Degree,1,423,Male,1,Sales Executive,Single,79180,2.0,Y,12,8,2,8.0,3,6,0,1,8.0,2.0,4.0,3.0,2,3,6.503389121338912,10,0
38,No,Travel_Rarely,Sales,6,3,Other,1,424,Male,2,Sales Executive,Married,87890,1.0,Y,11,8,3,15.0,4,15,5,11,15.0,4.0,1.0,3.0,3,3,7.0820662568306,5,0
32,No,Non-Travel,Sales,18,3,Marketing,1,425,Male,1,Laboratory Technician,Married,23890,6.0,Y,12,8,1,5.0,4,3,0,2,5.0,3.0,2.0,3.0,2,3,7.0828064738292005,7,0
25,Yes,Travel_Rarely,Research & Development,1,2,Life Sciences,1,426,Male,1,Sales Executive,Married,32120,1.0,Y,15,8,1,1.0,3,1,0,0,1.0,3.0,2.0,3.0,2,3,8.902678826895565,16,0
40,No,Travel_Rarely,Research & Development,1,4,Medical,1,427,Male,2,Research Scientist,Divorced,192320,2.0,Y,14,8,1,11.0,3,1,0,0,11.0,1.0,2.0,2.0,3,3,6.066140609636186,23,0
26,No,Travel_Frequently,Sales,11,3,Marketing,1,428,Male,2,Healthcare Representative,Single,22670,1.0,Y,19,8,3,7.0,2,7,0,7,7.0,3.0,1.0,3.0,2,3,7.6438669893960345,8,0
41,No,Travel_Rarely,Research & Development,1,4,Medical,1,429,Male,1,Research Scientist,Single,195170,2.0,Y,13,8,0,20.0,5,18,2,17,20.0,4.0,1.0,3.0,3,3,10.713868621840726,16,1
36,No,Travel_Rarely,Research & Development,9,3,Life Sciences,1,430,Female,2,Healthcare Representative,Single,24360,4.0,Y,13,8,0,16.0,3,11,3,9,16.0,3.0,3.0,3.0,1,3,7.096325863678805,11,0
19,Yes,Travel_Rarely,Research & Development,15,3,Life Sciences,1,431,Male,2,Research Scientist,Single,160640,1.0,Y,15,8,1,1.0,3,1,0,0,1.0,4.0,2.0,4.0,3,3,10.615016136468418,8,1
20,Yes,Travel_Rarely,Research & Development,29,3,Life Sciences,1,432,Female,3,Laboratory Technician,Single,27070,1.0,Y,11,8,0,1.0,2,1,0,0,1.0,1.0,1.0,3.0,3,3,6.0836524334251605,7,0
31,No,Travel_Rarely,Research & Development,1,4,Life Sciences,1,433,Male,4,Research Director,Married,190680,0.0,Y,12,8,0,10.0,1,9,8,5,10.0,4.0,4.0,1.0,3,3,8.329586339586339,18,0
40,No,Travel_Frequently,Sales,1,3,Marketing,1,434,Male,1,Research Scientist,Divorced,39310,8.0,Y,19,8,0,3.0,2,1,0,0,3.0,4.0,2.0,3.0,2,3,8.140834467120182,4,0
32,No,Travel_Rarely,Research & Development,24,3,Life Sciences,1,435,Male,4,Laboratory Technician,Married,37300,1.0,Y,25,8,1,8.0,4,8,6,3,8.0,3.0,1.0,4.0,3,4,7.8935768321513,14,0
36,Yes,Travel_Rarely,Research & Development,10,3,Medical,1,436,Male,3,Sales Executive,Married,22320,1.0,Y,12,8,1,16.0,2,16,3,7,16.0,3.0,4.0,3.0,3,3,9.80588959212377,12,1
33,No,Travel_Rarely,Research & Development,1,4,Medical,1,437,Female,4,Manufacturing Director,Single,44650,0.0,Y,13,8,0,6.0,3,5,1,4,6.0,2.0,4.0,3.0,3,3,6.017259790528232,5,0
37,Yes,Travel_Rarely,Sales,10,4,Marketing,1,438,Female,3,Human Resources,Married,30720,5.0,Y,14,8,0,17.0,3,14,11,7,17.0,1.0,3.0,1.0,2,3,6.274626352015732,23,0
45,No,Non-Travel,Research & Development,8,1,Life Sciences,1,439,Male,2,Sales Executive,Married,33190,1.0,Y,12,8,1,9.0,3,9,0,8,9.0,3.0,2.0,2.0,3,3,6.3090928270042195,12,0
29,No,Travel_Frequently,Research & Development,29,1,Life Sciences,1,440,Male,1,Sales Representative,Married,192020,1.0,Y,12,8,0,3.0,5,3,0,2,3.0,3.0,4.0,3.0,3,3,7.619650655021834,20,0
35,No,Travel_Rarely,Human Resources,1,3,Human Resources,1,441,Male,3,Laboratory Technician,Married,136750,1.0,Y,15,8,3,5.0,5,5,1,0,5.0,3.0,3.0,3.0,2,3,6.370707923112986,12,0
52,No,Travel_Rarely,Research & Development,5,4,Other,1,442,Male,1,Laboratory Technician,Married,29110,2.0,Y,17,8,2,26.0,3,9,7,8,26.0,4.0,4.0,2.0,3,3,6.990128384687209,11,0
58,Yes,Travel_Rarely,Sales,9,2,Medical,1,443,Female,4,Sales Executive,Single,59570,4.0,Y,14,8,1,7.0,2,1,0,0,7.0,4.0,3.0,3.0,1,3,7.475840579710145,19,0
53,No,Travel_Rarely,Research & Development,9,3,Technical Degree,1,444,Male,1,Manager,Divorced,39200,6.0,Y,16,8,1,22.0,3,17,15,2,22.0,3.0,3.0,4.0,3,3,6.523184113865931,7,0
30,No,Travel_Rarely,Sales,3,4,Marketing,1,445,Male,1,Sales Executive,Divorced,64340,5.0,Y,14,8,1,10.0,3,8,7,7,10.0,3.0,3.0,4.0,2,3,8.003096797671033,20,0
38,No,Non-Travel,Sales,4,3,Life Sciences,1,446,Male,2,Research Director,Single,100480,1.0,Y,23,8,1,6.0,2,5,1,3,6.0,3.0,4.0,3.0,3,4,8.100102339181285,21,0
35,No,Travel_Rarely,Sales,1,2,Life Sciences,1,447,Female,2,Healthcare Representative,Divorced,109380,6.0,Y,14,8,2,12.0,2,10,0,8,12.0,4.0,4.0,3.0,1,3,7.318681434599156,12,0
39,No,Travel_Rarely,Sales,1,1,Marketing,1,448,Male,2,Research Scientist,Single,23400,0.0,Y,11,8,1,9.0,2,8,0,7,9.0,1.0,3.0,3.0,2,3,6.510007246376812,19,0
40,Yes,Non-Travel,Research & Development,2,4,Life Sciences,1,449,Male,1,Human Resources,Single,65450,4.0,Y,15,8,0,22.0,2,1,0,0,22.0,2.0,2.0,2.0,3,3,9.47278715424285,12,1
47,No,Travel_Frequently,Research & Development,7,4,Life Sciences,1,450,Male,3,Sales Executive,Divorced,69310,1.0,Y,11,8,0,20.0,3,19,2,7,20.0,3.0,3.0,4.0,3,3,10.091632387706856,14,1
36,No,Non-Travel,Sales,28,1,Life Sciences,1,451,Male,2,Research Scientist,Divorced,48980,4.0,Y,13,8,1,12.0,3,7,0,7,12.0,1.0,4.0,3.0,3,3,6.805802341597796,7,0
31,Yes,Non-Travel,Research & Development,28,4,Medical,1,452,Male,2,Research Scientist,Single,25930,0.0,Y,21,8,0,4.0,2,3,1,2,4.0,3.0,1.0,3.0,3,4,8.187664565826331,11,0
33,No,Non-Travel,Sales,15,3,Other,1,453,Male,4,Research Director,Single,194360,1.0,Y,19,8,2,10.0,4,10,6,0,10.0,4.0,3.0,3.0,3,3,7.934158285440613,17,0
29,Yes,Travel_Rarely,Human Resources,3,5,Life Sciences,1,454,Male,1,Sales Executive,Single,27230,6.0,Y,11,8,1,3.0,2,0,0,0,3.0,4.0,1.0,3.0,2,3,10.280916902071564,13,1
33,No,Travel_Rarely,Research & Development,2,2,Technical Degree,1,455,Male,2,Laboratory Technician,Single,34790,3.0,Y,12,8,0,5.0,3,3,0,2,5.0,2.0,4.0,3.0,3,3,7.515693306010929,5,0
45,No,Travel_Rarely,Research & Development,26,1,Medical,1,456,Female,3,Healthcare Representative,Divorced,27940,3.0,Y,19,8,1,8.0,2,5,0,2,8.0,4.0,4.0,3.0,3,3,7.010381512217612,8,0
50,No,Travel_Rarely,Sales,10,1,Life Sciences,1,457,Female,1,Manufacturing Director,Divorced,52490,9.0,Y,21,8,2,32.0,2,5,1,3,32.0,4.0,4.0,2.0,2,4,7.38759541062802,19,0
33,No,Travel_Frequently,Sales,1,3,Marketing,1,458,Male,2,Human Resources,Married,21760,1.0,Y,14,8,1,6.0,2,6,1,2,6.0,3.0,2.0,3.0,2,3,8.981857999077915,8,0
41,No,Travel_Frequently,Sales,11,3,Other,1,459,Male,1,Laboratory Technician,Divorced,168720,2.0,Y,15,8,1,21.0,2,18,0,11,21.0,1.0,3.0,4.0,3,3,7.90585137085137,18,0
27,No,Travel_Rarely,Research & Development,20,4,Other,1,460,Male,2,Manufacturing Director,Married,34850,9.0,Y,17,8,2,4.0,2,2,2,2,4.0,3.0,2.0,3.0,3,3,7.078493085360039,16,0
45,No,Non-Travel,Sales,2,3,Medical,1,461,Female,1,Sales Executive,Married,66440,1.0,Y,12,8,0,9.0,3,9,0,8,9.0,4.0,1.0,3.0,4,3,8.703335629017447,7,0
47,No,Travel_Rarely,Sales,18,4,Medical,1,462,Female,2,Research Scientist,Single,55820,1.0,Y,16,8,0,9.0,3,9,0,7,9.0,4.0,4.0,3.0,3,3,7.97212235996327,7,0
30,Yes,Travel_Rarely,Sales,2,3,Life Sciences,1,463,Male,2,Healthcare Representative,Married,40000,4.0,Y,12,8,0,7.0,5,5,0,1,7.0,1.0,3.0,3.0,2,3,10.505095744680853,14,1
50,No,Travel_Rarely,Research & Development,1,3,Technical Degree,1,464,Female,2,Sales Executive,Married,134960,3.0,Y,18,8,1,22.0,3,12,1,5,22.0,4.0,3.0,3.0,3,3,9.480353223593962,6,1
38,No,Travel_Frequently,Research & Development,13,3,Technical Degree,1,465,Male,1,Manufacturing Director,Married,32100,0.0,Y,17,8,2,3.0,5,2,0,2,3.0,3.0,3.0,2.0,2,3,7.704971539162114,5,0
46,No,Travel_Rarely,Research & Development,28,3,Medical,1,466,Female,3,Human Resources,Divorced,190450,6.0,Y,11,8,3,13.0,2,8,0,7,13.0,4.0,3.0,3.0,3,3,6.886907713498623,7,0
24,No,Travel_Rarely,Sales,28,3,Life Sciences,1,467,Female,1,Healthcare Representative,Divorced,118490,1.0,Y,16,8,1,5.0,3,4,3,2,5.0,4.0,3.0,3.0,3,3,6.593336748633879,5,0
35,Yes,Travel_Rarely,Sales,24,3,Medical,1,468,Male,3,Healthcare Representative,Divorced,20700,1.0,Y,13,8,3,5.0,1,4,0,2,5.0,3.0,2.0,1.0,2,3,9.320771072796934,17,1
31,No,Travel_Frequently,Research & Development,5,2,Technical Degree,1,469,Male,2,Sales Executive,Married,65020,1.0,Y,12,8,0,4.0,3,4,0,3,4.0,3.0,1.0,3.0,3,3,6.301517447199266,7,0
18,No,Non-Travel,Sales,5,4,Other,1,470,Male,2,Manager,Single,32300,1.0,Y,12,8,1,0.0,3,0,0,0,0.0,2.0,4.0,3.0,3,3,6.313124113475178,14,0
54,No,Travel_Rarely,Sales,23,3,Medical,1,471,Female,1,Laboratory Technician,Married,136030,8.0,Y,13,8,1,22.0,2,10,0,8,22.0,3.0,3.0,3.0,3,3,6.600198067632849,19,0
35,No,Travel_Rarely,Research & Development,6,4,Medical,1,472,Female,1,Manufacturing Director,Divorced,119960,1.0,Y,19,8,2,16.0,3,16,10,1,16.0,3.0,3.0,2.0,3,3,9.58983449074074,9,1
30,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,473,Female,5,Healthcare Representative,Married,56050,0.0,Y,12,8,1,9.0,0,8,1,7,9.0,2.0,1.0,2.0,2,3,10.11788268955651,16,1
20,Yes,Travel_Rarely,Research & Development,2,2,Life Sciences,1,474,Female,2,Research Scientist,Single,63970,1.0,Y,17,8,1,1.0,3,1,0,0,1.0,4.0,1.0,3.0,3,3,8.314766021207928,8,0
30,Yes,Travel_Frequently,Research & Development,8,4,Medical,1,475,Male,1,Sales Executive,Single,191440,0.0,Y,11,8,0,4.0,3,3,1,2,4.0,2.0,2.0,3.0,3,3,7.605639619883041,21,0
26,No,Travel_Rarely,Sales,1,3,Marketing,1,476,Female,2,Research Scientist,Married,175840,1.0,Y,20,8,0,8.0,2,8,1,3,8.0,4.0,4.0,3.0,3,4,7.928281400966185,19,0
22,No,Travel_Rarely,Research & Development,8,3,Other,1,477,Male,2,Sales Representative,Married,49070,1.0,Y,21,8,1,4.0,2,4,1,1,4.0,2.0,1.0,2.0,3,4,7.332729044834307,21,0
48,No,Travel_Rarely,Human Resources,2,4,Medical,1,478,Male,2,Sales Executive,Single,45540,2.0,Y,11,8,2,19.0,3,2,2,2,19.0,1.0,3.0,3.0,3,3,7.980580704160951,6,0
48,No,Travel_Rarely,Sales,3,3,Medical,1,479,Male,1,Research Director,Single,54150,7.0,Y,11,8,1,27.0,1,15,4,8,27.0,3.0,3.0,3.0,3,3,6.542558922558922,18,0
41,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,480,Male,2,Research Scientist,Single,47410,6.0,Y,16,8,0,8.0,3,2,2,1,8.0,4.0,3.0,3.0,3,3,6.894249533146593,11,0
39,No,Travel_Rarely,Sales,2,3,Life Sciences,1,481,Male,3,Human Resources,Married,21150,1.0,Y,18,8,0,21.0,3,21,11,8,21.0,4.0,4.0,3.0,4,3,7.099682372245664,12,0
27,No,Travel_Rarely,Research & Development,3,3,Life Sciences,1,482,Male,2,Human Resources,Married,31610,0.0,Y,13,8,2,4.0,0,3,2,2,4.0,1.0,4.0,3.0,3,3,7.294853680841335,6,0
35,No,Travel_Rarely,Sales,24,3,Medical,1,483,Male,5,Sales Executive,Divorced,57450,1.0,Y,17,8,3,3.0,4,3,1,2,3.0,2.0,4.0,2.0,3,3,6.9337278244631175,11,0
42,No,Travel_Rarely,Research & Development,23,4,Other,1,484,Male,1,Research Scientist,Married,23730,6.0,Y,14,8,1,21.0,3,1,0,0,21.0,4.0,3.0,3.0,4,3,8.030177875243664,21,0
50,No,Travel_Rarely,Sales,27,3,Medical,1,485,Male,2,Sales Executive,Married,33100,4.0,Y,22,8,1,8.0,3,1,0,0,8.0,1.0,4.0,3.0,4,4,6.191245291902072,13,0
59,No,Travel_Rarely,Research & Development,16,4,Medical,1,486,Female,5,Laboratory Technician,Single,186650,3.0,Y,12,8,0,30.0,3,5,4,3,30.0,3.0,4.0,3.0,2,3,10.105665532879819,4,1
37,Yes,Travel_Rarely,Sales,15,3,Marketing,1,487,Male,2,Laboratory Technician,Married,44850,5.0,Y,11,8,1,15.0,2,1,0,0,15.0,1.0,2.0,1.0,4,3,6.590548433048432,15,0
55,No,Travel_Frequently,Research & Development,26,2,Life Sciences,1,488,Female,2,Sales Executive,Married,27890,3.0,Y,13,8,1,17.0,2,8,6,7,17.0,3.0,2.0,3.0,2,3,8.626039312617701,13,0
41,No,Non-Travel,Research & Development,19,1,Life Sciences,1,489,Male,2,Research Scientist,Divorced,58280,1.0,Y,13,8,0,21.0,0,21,5,10,21.0,2.0,3.0,3.0,3,3,6.273640479686735,22,0
38,No,Travel_Rarely,Research & Development,24,2,Other,1,490,Female,1,Laboratory Technician,Single,23260,8.0,Y,14,8,0,19.0,3,1,0,0,19.0,3.0,4.0,3.0,4,3,8.381559454191033,21,0
26,Yes,Non-Travel,Research & Development,21,1,Life Sciences,1,491,Female,1,Manufacturing Director,Single,135250,8.0,Y,17,8,1,7.0,4,2,2,2,7.0,2.0,1.0,3.0,2,3,7.6598342870767775,16,0
52,Yes,Travel_Rarely,Research & Development,5,4,Medical,1,492,Female,4,Human Resources,Married,14200,1.0,Y,13,8,1,33.0,2,32,6,9,33.0,1.0,4.0,3.0,4,3,6.014918785310735,13,0
44,No,Travel_Rarely,Research & Development,16,3,Life Sciences,1,493,Female,1,Healthcare Representative,Married,80200,3.0,Y,11,8,1,23.0,2,12,11,11,23.0,4.0,4.0,3.0,3,3,10.897943989071038,5,1
50,No,Non-Travel,Human Resources,2,2,Life Sciences,1,494,Male,1,Laboratory Technician,Married,36880,0.0,Y,11,8,0,19.0,3,18,0,13,19.0,4.0,3.0,3.0,2,3,6.443813352826511,21,0
36,Yes,Travel_Rarely,Sales,2,4,Technical Degree,1,495,Male,4,Sales Executive,Single,54820,1.0,Y,18,8,0,18.0,3,17,15,14,18.0,3.0,1.0,3.0,3,3,7.827982941447671,8,0
39,No,Travel_Frequently,Sales,11,3,Marketing,1,496,Male,1,Sales Executive,Single,160150,1.0,Y,11,8,0,21.0,3,21,2,8,21.0,4.0,1.0,3.0,4,3,10.81973726851852,9,1
33,No,Non-Travel,Sales,9,2,Technical Degree,1,497,Male,5,Sales Representative,Single,12000,0.0,Y,11,8,1,3.0,3,2,2,2,3.0,2.0,4.0,2.0,3,3,7.626725768321513,14,0
45,No,Travel_Rarely,Research & Development,7,2,Other,1,498,Male,1,Human Resources,Married,56610,3.0,Y,12,8,0,26.0,2,9,1,1,26.0,4.0,4.0,4.0,2,3,7.3994878829446735,6,0
32,No,Non-Travel,Research & Development,15,3,Medical,1,499,Male,2,Manager,Single,69290,9.0,Y,20,8,0,10.0,6,8,7,7,10.0,4.0,3.0,3.0,1,4,7.197954014939309,11,0
34,No,Travel_Rarely,Sales,6,4,Marketing,1,500,Male,2,Research Director,Divorced,96130,0.0,Y,12,8,1,16.0,5,15,0,9,16.0,2.0,4.0,2.0,2,3,7.064413580246915,6,0
59,No,Travel_Rarely,Research & Development,5,3,Life Sciences,1,501,Male,2,Research Scientist,Married,56740,3.0,Y,12,8,0,14.0,6,6,0,4,14.0,2.0,4.0,1.0,3,3,8.10601775011526,8,0
45,No,Travel_Rarely,Research & Development,16,1,Medical,1,502,Male,2,Sales Executive,Single,54840,1.0,Y,20,8,3,6.0,6,6,0,4,6.0,2.0,2.0,3.0,3,4,6.67149931693989,5,0
53,No,Travel_Frequently,Sales,8,2,Medical,1,503,Male,2,Research Scientist,Married,120610,2.0,Y,20,8,1,30.0,2,15,6,12,30.0,3.0,2.0,3.0,4,4,7.780307621671257,7,0
36,Yes,Travel_Rarely,Research & Development,7,2,Life Sciences,1,504,Female,1,Research Scientist,Divorced,56600,7.0,Y,12,8,0,9.0,3,1,0,0,9.0,1.0,3.0,2.0,3,3,6.0826198955365625,15,0
26,Yes,Travel_Frequently,Sales,2,3,Life Sciences,1,505,Male,2,Research Scientist,Married,48210,6.0,Y,14,8,2,6.0,2,3,1,2,6.0,1.0,1.0,3.0,3,3,8.209500962000961,18,0
34,No,Travel_Rarely,Research & Development,2,2,Life Sciences,1,506,Male,1,Sales Representative,Married,64100,1.0,Y,13,8,1,1.0,5,1,0,0,1.0,3.0,3.0,3.0,2,3,9.218184198542806,5,1
28,No,Travel_Rarely,Research & Development,10,3,Other,1,507,Male,2,Sales Representative,Married,52100,1.0,Y,15,8,0,1.0,1,1,0,0,1.0,4.0,2.0,3.0,4,3,7.768436639118458,7,0
38,No,Travel_Frequently,Sales,9,4,Medical,1,508,Male,2,Research Scientist,Married,26950,3.0,Y,14,8,1,8.0,4,2,2,2,8.0,3.0,3.0,3.0,1,3,7.59047735760971,11,0
50,No,Travel_Rarely,Research & Development,5,4,Life Sciences,1,509,Male,1,Sales Executive,Married,118780,2.0,Y,13,8,1,29.0,2,8,7,7,29.0,2.0,3.0,2.0,3,3,9.595219610636276,15,1
37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,510,Male,1,Laboratory Technician,Single,170680,3.0,Y,23,8,0,8.0,6,4,0,1,8.0,4.0,2.0,2.0,3,4,7.26327536231884,19,0
40,No,Travel_Rarely,Human Resources,2,3,Medical,1,511,Male,5,Sales Executive,Married,24550,1.0,Y,15,8,1,8.0,2,7,7,5,8.0,3.0,1.0,2.0,3,3,6.117728613569321,23,0
26,No,Travel_Frequently,Research & Development,3,3,Medical,1,512,Male,2,Laboratory Technician,Divorced,139640,1.0,Y,11,8,2,5.0,1,5,1,3,5.0,1.0,3.0,3.0,2,3,7.708791383219954,4,0
46,No,Travel_Rarely,Research & Development,2,1,Medical,1,513,Female,3,Research Scientist,Divorced,49410,9.0,Y,13,8,2,23.0,2,2,2,2,23.0,4.0,4.0,3.0,2,3,7.396068376068375,15,0
54,No,Travel_Rarely,Research & Development,5,3,Medical,1,514,Female,2,Manufacturing Director,Married,24780,6.0,Y,11,8,0,13.0,0,9,7,0,13.0,3.0,3.0,3.0,3,3,7.5718037974683545,12,0
56,No,Travel_Frequently,Research & Development,1,2,Life Sciences,1,515,Female,2,Manufacturing Director,Married,52280,2.0,Y,11,8,0,18.0,4,5,0,3,18.0,1.0,3.0,3.0,3,3,6.912598950882213,16,0
36,No,Travel_Rarely,Research & Development,4,2,Life Sciences,1,516,Female,2,Human Resources,Single,44780,0.0,Y,18,8,1,15.0,3,14,7,8,15.0,4.0,4.0,2.0,3,3,6.608065134099617,17,0
55,No,Non-Travel,Research & Development,2,3,Medical,1,517,Female,2,Manager,Single,75470,7.0,Y,16,8,0,31.0,2,9,6,2,31.0,3.0,1.0,4.0,2,3,6.108080029368575,22,0
43,No,Travel_Rarely,Sales,25,2,Life Sciences,1,518,Male,3,Research Scientist,Divorced,50550,5.0,Y,22,8,0,18.0,2,1,0,0,18.0,3.0,4.0,3.0,2,4,7.925064545873675,8,0
20,Yes,Travel_Frequently,Sales,8,3,Marketing,1,519,Male,3,Sales Executive,Single,34640,1.0,Y,20,8,0,2.0,3,2,0,2,2.0,4.0,4.0,3.0,2,4,9.111901005944215,6,1
21,Yes,Travel_Rarely,Research & Development,1,4,Life Sciences,1,520,Male,1,Manager,Single,57750,1.0,Y,18,8,0,1.0,2,1,1,0,1.0,3.0,1.0,2.0,3,3,6.6217576419213975,20,0
46,No,Travel_Rarely,Sales,12,3,Marketing,1,521,Female,3,Healthcare Representative,Divorced,89430,8.0,Y,12,8,1,19.0,6,16,1,7,19.0,4.0,1.0,3.0,3,3,10.988871455137145,10,1
51,Yes,Travel_Rarely,Sales,23,3,Medical,1,522,Female,2,Research Scientist,Married,192720,9.0,Y,20,8,0,18.0,2,10,2,7,18.0,1.0,3.0,4.0,3,4,8.716918044077136,7,0
28,Yes,Non-Travel,Research & Development,19,4,Life Sciences,1,523,Female,4,Laboratory Technician,Single,52380,1.0,Y,17,8,1,10.0,4,10,1,9,10.0,2.0,1.0,2.0,2,3,7.419935622317598,16,0
26,No,Travel_Rarely,Research & Development,5,4,Medical,1,524,Female,2,Sales Executive,Married,46820,1.0,Y,11,8,1,6.0,3,5,1,3,6.0,1.0,1.0,3.0,1,3,7.517420634920636,18,0
30,No,Travel_Rarely,Research & Development,8,3,Medical,1,525,Female,1,Sales Executive,Married,183000,0.0,Y,14,8,0,7.0,6,6,0,2,7.0,3.0,1.0,2.0,3,3,6.251273433927755,6,0
41,No,Travel_Rarely,Sales,1,4,Life Sciences,1,526,Female,1,Research Director,Married,52570,1.0,Y,14,8,0,10.0,2,10,0,8,10.0,2.0,3.0,3.0,4,3,7.878476324425692,12,0
38,No,Travel_Rarely,Research & Development,5,3,Technical Degree,1,527,Male,1,Sales Executive,Married,63490,0.0,Y,11,8,0,20.0,3,19,1,9,20.0,3.0,3.0,2.0,3,3,7.293590579710145,19,0
40,No,Travel_Rarely,Sales,1,4,Marketing,1,528,Male,1,Sales Executive,Married,48690,4.0,Y,12,8,0,14.0,2,11,11,1,14.0,1.0,4.0,3.0,3,3,7.923936741363212,11,0
27,No,Non-Travel,Sales,11,3,Technical Degree,1,529,Female,2,Laboratory Technician,Married,99850,1.0,Y,14,8,1,3.0,3,3,1,2,3.0,1.0,3.0,3.0,2,3,8.007610882487427,6,0
55,No,Travel_Frequently,Research & Development,23,5,Life Sciences,1,530,Male,3,Laboratory Technician,Married,36970,3.0,Y,13,8,1,23.0,1,3,1,2,23.0,4.0,2.0,3.0,3,3,6.733892496392497,18,0
28,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,531,Male,2,Healthcare Representative,Single,74570,3.0,Y,11,8,2,10.0,1,8,1,7,10.0,3.0,3.0,4.0,4,3,6.612759487882944,6,0
44,Yes,Travel_Rarely,Research & Development,18,4,Life Sciences,1,532,Female,2,Sales Executive,Married,21190,9.0,Y,15,8,0,24.0,3,20,3,6,24.0,2.0,1.0,3.0,3,3,6.190119870908253,8,0
33,No,Travel_Rarely,Sales,23,4,Marketing,1,533,Female,4,Sales Executive,Divorced,39830,4.0,Y,12,8,0,9.0,3,3,1,2,9.0,4.0,4.0,3.0,3,3,6.412309251311397,16,0
